,news,code
19,"폴리스라인(자료사진)[연합뉴스 자료사진] 폴리스라인(자료사진)[연합뉴스 자료사진]

(여수=연합뉴스) 정회성 기자 = 야당 소속 국회의원 비서가 숨진 채 발견돼 경찰이 수사 중이다.1일 전남지방경찰청에 따르면 이날 오후 4시 30분께 전남 여수시 화양면 한 도로변의 주차된 차 안에서 의식을 잃은 채 쓰러진 A(47)씨를 주민이 발견했다.A씨는 119구급대에 의해 병원으로 옮겨졌으나 숨졌다.차 안에서는 A씨가 극단적인 선택을 한 것으로 추정되는 도구가 발견됐다.A씨 직업은 야당 현역 의원의 비서로 알려졌다.경찰은 A씨 사망 원인을 수사하고 있다.※ 우울감 등 말하기 어려운 고민이 있거나 주변에 이런 어려움을 겪는 가족·지인이 있을 경우 자살 예방 핫라인 ☎1577-0199, 희망의 전화 ☎129, 생명의 전화 ☎1588-9191, 청소년 전화 ☎1388 등에서 24시간 전문가의 상담을 받을 수 있습니다.hs@yna.co.kr",사회
20,"김주신, 박종국, 임해종 더불어민주당 중부3군 예비후보들이 단수공천에 반발해 재심을 청구했다.(왼쪽부터 가나다순)© 뉴스1 김주신, 박종국, 임해종 더불어민주당 중부3군 예비후보들이 단수공천에 반발해 재심을 청구했다.(왼쪽부터 가나다순)© 뉴스1

(진천·증평·음성=뉴스1) 김정수 기자 = 충북 중부3군(진천·증평·음성) 더불어민주당 총선 출마자인 임해종, 박종국, 김주신 예비후보가 공천관리위원회에 재심을 청구했다고 1일 밝혔다.임 예비후보는 ""임호선 전 경찰청 차장은 지난 28일 저녁 단수후보로 결정됐다""면서 ""이는 당의 추가 공모 발표 12일 만에 이뤄졌다""고 지적했다.그는 ""지난 15일 추가 공모를 한다더니 19일 입당시켜 28일 단수후보로 결정한 것은 중부3군 군민과 당원을 철저하게 무시한 처사""라고 주장했다.임 예비후보는 ""임 전 차장이 지역에 공헌하지도 않고, 당을 위한 활동을 한 것도 아닌데 후보로 결정한 건 어떤 논리도 해당되지 않는다""고 꼬집었다.이어 그는 ""중부3군 지역발전에 검·경 프레임이 무슨 소용이 있고, 무슨 의미가 있겠냐""며 ""민주당은 단수 공천을 철회하고 공정한 경선으로 후보를 선정해야 한다""고 목소리를 높였다.임 예비후보는 2일 오전 11시 음성군청에서 이 같은 내용의 기자회견을 열 예정이다.박 예비후보도 공천과정은 공정하고 결과는 정의로운 경선이 되길 요구했다.그는 ""검·경 대결 프레임으로 총선이 변질되는 것을 원하지 않는다""며 ""그런 전략으로 접근한다면 우리는 또 대패할 것""이라고 강조했다.그러면서 ""중앙당의 주관적 판단으로 추가공모를 진행해 공천절차의 공정성과 투명성이 훼손됐다""며 ""공정한 경선만이 현 사태를 바로 잡는 것이고 민주당의 위신을 되찾는 길""이라고 덧붙였다.김주신 예비후보도 ""공정하고 정의로워야 할 이번 공천은 누가 봐도 이해할 수 없는 부분이 많다""며 ""이번 단수공천은 당이 당원을 상대로 못할 짓을 한 것과 마찬가지인 만큼 공천을 철회해야 한다""고 주장했다.5229@news1.kr

▶ 크립토허브 ▶터닝 포인트 2020 구매!

▶ 네이버 메인에서 [뉴스1] 구독하기!

© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지",사회
21,"원주 신천지 예배당 등 시설물에 폐쇄 스티커 부착(원주=연합뉴스) 원주시와 경찰이 29일 코로나19 확진자가 발생한 원주시 우산동과 태장동 지역 신천지 교회 예배당 등 시설물에 건물 폐쇄 스티커를 부착했다. 2020.2.29 [원주시 제공.재판매 및 DB 금지] kimyi@yna.co.kr 원주 신천지 예배당 등 시설물에 폐쇄 스티커 부착(원주=연합뉴스) 원주시와 경찰이 29일 코로나19 확진자가 발생한 원주시 우산동과 태장동 지역 신천지 교회 예배당 등 시설물에 건물 폐쇄 스티커를 부착했다. 2020.2.29 [원주시 제공.재판매 및 DB 금지] kimyi@yna.co.kr

(원주=연합뉴스) 양지웅 기자 = 강원 원주시에서 1일 오후 신종 코로나바이러스 감염증(코로나19) 확진자 1명이 추가로 발생했다.이날 오전 3명이 발생한 데 이어 오후에도 3명이 추가돼 원주지역 코로나19 확진자는 총 8명으로 늘어났다.원주시에 따르면 이날 오후 발생한 8번째 확진자(여·57)는 4번째 환자의 동거인으로 신천지예수교 증거장막성전(신천지) 교인으로 조사됐다.이날 강릉에서도 추가 확진자 4명이 발생, 도내 확진자는 총 18명으로 늘었다.yangdoo@yna.co.kr",사회
22,"일요일에도 의료진은(서울=연합뉴스) 서명곤 기자 = 1일 오후 서울 중구 국립중앙의료원 코로나19 선별진료소에서 의료진이 내원 유증상자와 함께 병원 내부로 향하고 있다. 2020.3.1 seephoto@yna.co.kr 일요일에도 의료진은(서울=연합뉴스) 서명곤 기자 = 1일 오후 서울 중구 국립중앙의료원 코로나19 선별진료소에서 의료진이 내원 유증상자와 함께 병원 내부로 향하고 있다. 2020.3.1 seephoto@yna.co.kr

오전 376명·오후 210명 추가확진…대구·경북 총 3천260명추가 사망자 4명 중 3명 기저질환 앓아…격리해제 30명(서울=연합뉴스) 강애란 기자 = 1일 하루 동안 국내에서 신종 코로나바이러스 감염증(코로나19) 사망자가 4명 발생했다. 확진자는 하루 새 586명 추가돼 총 3천736명으로 늘었다.1일 중앙방역대책본부 등에 따르면 이날 18·19·20·21번째 사망자가 발생해 사망자가 총 21명으로 늘었다.추가 발생한 사망자 4명 중 3명은 모두 기저질환을 앓고 있었다.18번째 사망자는 83세 남성으로 뇌경색, 고혈압, 당뇨 등 기저질환(지병)이 있었다. 19번째 사망자는 80세 남성(2천579번 환자)으로 고혈압이 있었다. 20번째 사망자는 86세 여성(2천946번 환자)으로 당뇨, 고혈압, 고지혈증을 앓고 있었다. 21번째 사망자는 80세 여성으로 지병은 없었다.사망자 중 20번째 사망자는 지난달 28일 확진 판정을 받았지만, 병상이 없어 자택에서 입원을 대기하고 있었다. 이날 호흡 곤란 증세로 대구가톨릭병원으로 이송됐지만, 응급실에서 숨졌다.21번째 사망자는 이날 오후 8시께 자택에서 숨진 채 발견됐다. 이 환자는 지난달 26일 코로나19 진단검사를 받고 결과를 기다리던 중이었다. 확진 판정 결과는 오후 6시께 가족에게 통보됐다.확진자는 하루 사이에 586명이 추가돼 총 3천736명으로 늘었다. 오전과 오후에 각각 376명과 210명 추가 확인됐다. 국내 확진자는 총 3천736명으로 늘어났다.오후에 새로 확진된 210명 중 177명은 대구·경북에서 나왔다. 대구 136명, 경북 41명이다. 그 외 지역별 확진자는 강원 8명, 충남 8명, 서울 5명, 경기 5명, 울산 3명, 부산 2명, 전북 1명, 경남 1명 등이다.대구·경북 누적 확진자는 총 3천260명이다. 대구 2천705명, 경북 555명이다. 다른 지역별 누적 확진자는 경기 89명, 서울 87명, 부산 83명, 충남 68명, 경남 63명, 울산 20명, 강원 15명, 대전 13명, 충북 11명, 광주 9명, 인천 6명, 전북 6명, 전남 3명, 제주 2명 세종 1명 순이다.신천지대구교회 관련 확진자는 이날 오전 기준 2천113명, 청도대남병원 관련 확진자는 119명으로 집계됐다. 오후 확진자는 감염경로 분류가 아직 안 돼 집계에 반영되지 않았다.완치해 격리에서 해제된 확진자는 총 30명으로 늘었다.국내에서 코로나19 진단 검사를 받은 사람은 9만8천명을 넘어섰다. 확진자 3천736명을 제외하고 9만5천185명이 검사를 받았다. 이 중 6만1천825명이 '음성'으로 확인됐다. 3만3천360명은 검사가 진행 중이다.중앙방역대책본부는 오전 10시(오전 9시 기준)와 오후 5시(오후 4시 기준) 하루 2차례 신종코로나 환자 현황을 공개하고 있다.aeran@yna.co.kr",사회
23,"29일 강원 원주시와 경찰이 원주 첫 코로나19 확진자가 신천지 교회 교인으로 확인되자 지역 내 관련 시설을 폐쇄조치 하고 있다(원주시 제공).2020.2.29/뉴스1 29일 강원 원주시와 경찰이 원주 첫 코로나19 확진자가 신천지 교회 교인으로 확인되자 지역 내 관련 시설을 폐쇄조치 하고 있다(원주시 제공).2020.2.29/뉴스1

(강원=뉴스1) 하중천 기자 = 강원 원주시에서 1일 오후 11시쯤 코로나19(신종 코로나바이러스 감염증) 확진자 1명이 추가로 발생해 강원도 내 확진자가 총 18명으로 늘었다.이틀새 원주시에서만 확진자 7명이 발생해 잠복기를 거쳐 이제는 집단 발생의 우려가 높아지고 있다.원주시는 이날 오후 11시쯤 안전 안내문자를 통해 우산동에 거주 중인 8번째 추가 코로나 확진자 A씨(57)에 대한 역학조사에 들어갔다고 밝혔다.A씨는 앞서 확진 판정을 받은 원주 4번 확진자 부인으로 같은 신천지예수교회 교인인 것으로 확인됐다.앞서 이날 오전 양성 판정을 받은 3번 확진자 B씨(55)의 부인(53)과 딸(26)에 대한 검사결과도 '양성'으로 나왔다. B씨 부인과 딸 모두 신천지 교회 교인인 것으로 확인됐다.시는 추가 확진자들의 이동동선을 따라 방역에 나섰으며 이들을 원주세브란스 기독병원으로 이송할 예정이다.앞서 3번 확진자는 지난 16일 원주지역 첫 확진자인 A씨(46)와 태장동 신천지교회 부속관에서 함께 예배를 드린 것으로 파악됐다.이로써 원주시에서만 이틀 만에 코로나 확진자 7명이 추가로 발생, 지난 27일 첫 확진자 포함 현재까지 총 8명으로 늘었다.아울러 이날 오전 강릉시에서도 코로나 확진자가 4명이 추가 발생함에 따라 역학조사 및 접촉자 격리, 방역소독 등 후속조치에 들어갔다.강릉 확진자는 중국인유학생 1명, 신천지 교육생 1명, 아산병원 방사선사 1명, 전공의 모친 1명으로 알려졌다.아울러 강릉시는 이날 확진자 4명에 대한 이동 동선을 파악해 공개했다.현재까지 강원도 내 코로나 확진자는 지역별로 원주 8, 강릉 5, 춘천 2, 속초 2, 삼척 1명인 것으로 집계됐다.도는 신천지 교회 교인 검사결과 '양성' 반응이 지속 발생함에 따라 교인 1만4103명에 대한 전수조사를 실시, 이날 기준 무증상 1만3237명, 유증상 258명, 미확인 608명인 것으로 파악했다.또 지난달 28일 기준 신천지 시설물 4개소를 추가로 확인해 폐쇄 조치했으며 강원지방경찰청 협조를 받아 도내 총 72개 신천지 시설물에 대한 정기 순찰을 진행 중이다.특히 도는 지난달 29일자로 의사 7명, 간호사 3명으로 구성된 역학조사관을 임명했다. 이들은 코로나19 상황 종료 시까지 활동한다.또 7억6200만원을 들여 복지시설 4979개소를 대상으로 방역물품 지원사업을 적기에 추진하고 도내 18개 시군 대상 의료폐기물 처리물품 2620 세트도 지원한다.중국인유학생은 29일 오후 6시 기준 국내체류 357명, 입국 20명, 입국예정자 339명, 교환학생 취소 및 입국 포기 325명으로 집계됐다.강원도는 주말동안 발생한 코로나 추가 확진자 등 지자체별로 현황을 취합받아 오는 2일 오전 도청에서 브리핑을 통해 공식 발표할 예정이다.ha30@news1.kr

▶ 크립토허브 ▶터닝 포인트 2020 구매!

▶ 네이버 메인에서 [뉴스1] 구독하기!

© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지",사회
24,"1일 루브르박물관 중앙 출입구 앞에서 대기 중인 관광객들. [로이터=연합뉴스] 1일 루브르박물관 중앙 출입구 앞에서 대기 중인 관광객들. [로이터=연합뉴스]

직원들 문닫고 대책회의…관광객들 밖에서 입장 못하고 대기루브르, 작년 한해 960만명이 찾은 프랑스 대표 문화시설(파리=연합뉴스) 김용래 특파원 = 세계에서 가장 많은 관람객이 찾는 박물관인 프랑스 파리의 루브르박물관도 신종 코로나바이러스 감염증(코로나19) 확산 우려에 따라 1일(현지시간) 문을 닫았다.루브르 측은 이날 웹사이트에 공지문을 내고 코로나19 바이러스 확산 방지 대책을 논의하는 직원회의가 진행 중이라 개관하지 않고 있다고 밝혔다.이날 아침 9시 개관 시간에 문을 열지 않은 루브르는 현재까지도 출입구를 개방하지 않았으며, 출입문 밖에서 많은 관광객이 입장을 기다리고 있다.루브르가 이날 문을 닫은 것은 전날 프랑스 정부가 5천명 이상 모이는 행사를 당분간 금지한다는 방침을 내놓은 것과 관련해 대책을 마련하기 위해서다.루브르 직원 2천300명 가운데 코로나19 감염 사례는 아직 없는 것으로 파악되고 있지만, 직원들은 루브르가 전 세계의 관광객들을 끌어모으는 프랑스의 대표 박물관이라는 점에서 코로나19가 확산할 가능성을 크게 우려하는 것으로 전해졌다.루브르는 작년 한해에만 전 세계에서 960만명이 관람했다.프랑스의 코로나19 확진자는 정부가 지난달 29일 공식발표한 최근 수치는 73명이지만, 리베라시옹 등 프랑스 언론들은 1일 현재 100명 선을 넘었다고 전했다.yonglae@yna.co.kr",사회
25,울산대공원 울산강제징용노동자상 앞에서 제101주년 3.1절을 맞아 일본의 침략범죄를 사죄배상과 국내 친일부역자 심판과 친일적폐청산을 촉구하는 '울산선언' 행사가 열렸다. /사진=울산강제징용노동자상건립추진위원회 제공,사회
26,"강경화 외교부 장관이 2020년 2월 24일(현지시간) 유엔 제네바 사무소에서 열린 제43차 유엔 인권 이사회의 고위급 회기에 참석해 연설하고 있다. [연합뉴스 자료사진] 강경화 외교부 장관이 2020년 2월 24일(현지시간) 유엔 제네바 사무소에서 열린 제43차 유엔 인권 이사회의 고위급 회기에 참석해 연설하고 있다. [연합뉴스 자료사진]

(서울=연합뉴스) 김동현 기자 = 강경화 외교부 장관이 1일 압둘라 빈 자이드 알 나흐얀 아랍에미리트(UAE) 외교부 장관과 통화하고, 한국의 신종 코로나바이러스 감염증(코로나19) 상황과 조치에 관해 설명했다고 외교부가 밝혔다.강 장관은 한국 정부가 높은 수준의 검진 역량, 신속하고 투명한 정보 공개, 과학적인 차단책 시행을 통해 효과적인 방역에 기여하고 있다고 말했다.또 UAE가 한국 국민을 대상으로 입국 제한 등의 조처를 하지 않은 것을 평가하고, 앞으로도 긴밀히 협력해 나가면서 양국 간 교류를 위축할 수 있는 조치는 자제할 것을 당부했다.압둘라 장관은 강 장관의 상세한 설명에 사의를 표하고 한국의 투명하고 개방적인 대응을 높이 평가한다고 밝혔다.이어 코로나19 대응과 관련해 한국과 긴밀한 소통과 협의를 계속해 나가기를 희망하며, 이로써 양국 간 신뢰와 '특별 전략적 동반자 관계'를 더욱 강화하는 계기가 될 것으로 기대한다고 했다.양 장관은 최근 임종석 UAE 특임 외교특별보좌관의 UAE 방문 결과 등 공통 관심사에 대해 의견을 교환했으며, 양국의 특별 전략적 동반자 관계를 지속해서 발전시켜나가기 위해 긴밀히 소통·협력해 나가기로 했다.bluekey@yna.co.kr",사회
27,"보건당국과 대구시는 1일 오후 8시 대구시청 2층 상황실에서 신종 코로나바이러스 감염증 대응 특별대책 긴급 브리핑을 열고 ""집에서 대기 중인 코로나19 경증 환자들이 지역사회에서 격리돼 적절한 의료서비스를 받을 수 있도록 생활치료센터 운영지원단을 꾸려 2일부터 가동한다""고 밝혔다.2020.3.1/뉴스1© News1 남승렬 기자 보건당국과 대구시는 1일 오후 8시 대구시청 2층 상황실에서 신종 코로나바이러스 감염증 대응 특별대책 긴급 브리핑을 열고 ""집에서 대기 중인 코로나19 경증 환자들이 지역사회에서 격리돼 적절한 의료서비스를 받을 수 있도록 생활치료센터 운영지원단을 꾸려 2일부터 가동한다""고 밝혔다.2020.3.1/뉴스1© News1 남승렬 기자

(대구=뉴스1) 남승렬 기자 = 대구에서 신종 코로나바이러스 감염증(코로나19) 확진 환자가 1일 또 사망했다.이날 하루 동안에만 총 4명이 숨졌으며, 이 중 2명은 자가격리 중에 사망했다.이로써 대구 사망자는 12명, 국내 사망자는 21명으로 늘었다.보건당국과 대구시 등에 따르면 이날 오후 8시쯤 대구 수성구의 한 가정집에서 A씨(80·여)가 숨진 채 발견됐다.대구 12번째 사망자인 A씨는 지난달 26일 발열 등 코로나19 증세를 보여 수성구보건소 선별진료소에서 진단 검사를 받고 집에서 결과를 기다리던 중인 것으로 파악됐다.확진 판정은 이날 오후 6시쯤 가족에게 통보된 것으로 전해졌다.보건당국은 A씨의 사망 원인과 코로나19와의 연관성을 파악 중이다.앞서 이날 오후 2시25분에는 칠곡경북대병원에 입원해 있던 80세 남성이, 오후 4시18분엔 대구가톨릭대병원으로 이송된 86세 여성이 숨졌다.대구 10번째 사망자인 80세 남성은 지난달 28일 코로나19 확진 판정을 받았으며 고혈압을 앓고 있었다.대구 11번째 사망자인 86세 여성은 확진자 폭증으로 병상이 없어 집에서 입원을 기다리다 숨졌다.이 여성은 지난달 28일 코로나19 확진으로 판명됐으며 확진 판명 이틀만에 호흡 곤란으로 대구가톨릭대병원에 후송됐으나 숨졌다.대구의 병상 부족으로 집에서 입원을 기다리다 증세가 악화돼 숨진 확진자는 1일 오후 11시 현재 대구 12번째 사망자를 포함해 총 4명이다.앞서 이날 오전 11시20분쯤 경북대병원 음압병실에서 격리 치료를 받던 83세 남성이 숨졌다. 이 남성은 대구 9번째 사망자다.pdnamsy@news1.kr

▶ 크립토허브 ▶터닝 포인트 2020 구매!

▶ 네이버 메인에서 [뉴스1] 구독하기!

© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지",사회
28,"신천지 신도 전수조사 (PG)[정연주 제작] 일러스트 신천지 신도 전수조사 (PG)[정연주 제작] 일러스트

자가격리 위반·병원이송 거부에도 법적 조치…""단호 대처""(서울·대구·춘천=연합뉴스) 김선형 김지헌 박영서 기자 = 신종 코로나바이러스 감염증(코로나19)이 전국으로 확산하는 가운데 주요 지자체장들이 신천지예수교 증거장막성전(신천지)에 대해 신도명단 누락 등의 이유로 법적 조치를 취하는 등 잇따라 강력히 대응하고 나섰다.지자체장들은 아울러 자가격리 위반, 병원이송 거부 사례 등에 대해서도 단호히 대처하고 있다.박원순 서울시장은 1일 자신의 페이스북에 쓴 글에서 ""이만희 총회장과 12개 지파 지파장들을 살인죄, 상해죄, 감염병 예방 및 관리에 관한 법률 위반 혐의로 서울중앙지검에 고발했다""고 밝혔다.박 시장은 ""이들을 강제수사해야 감염병을 하루빨리 수습할 수 있다""며 ""이들이 적극적인 조치를 취했더라면 다수의 국민이 사망에 이르거나 상해를 입는 일도 미연에 방지할 수 있었을 것""이라고 주장했다.서울시는 앞서 이날 오후 8시께 이만희 총회장과 12 지파장을 검찰에 고발했다.서울시는 ""피고발인들이 검진을 거부하고 있고, 신도들이 코로나19 전파 방지를 위해 방역 당국에 적극적으로 협조하도록 하는, 어떠한 조치도 취하지 않았다""며 고발 배경을 설명했다.대구시는 이에 앞서 지난달 28일 감염병의 예방 및 관리에 관한 법률 위반 혐의로 신천지 대구교회 관계자들을 경찰에 고발했다.고발인은 권영진 대구광역시장이며, 피고발인은 신천지 대구교회 자료 제출 담당자와 관리책임자 등이다.대구시는 고발장에서 신천지 관계자들이 고의로 신도 명단을 누락하고 제출했다고 주장했다.대구시 관계자는 ""피고발 대상인 관리책임자는 단순히 1명을 지칭하는 것이 아니라 특정되지 않은 다수가 될 수 있다""며 ""역학조사 때 신도가 아니라고 한 사람들에 대해서는 추후 고발을 검토하겠다""고 말했다.이와 관련해 신천지예수교는 공식 홈페이지를 통해 ""신도 수를 속이지 않았다. 교육생은 신도가 아니라서 애초에 명단을 제출하지 않았다가 최근 총회본부와 정부 당국이 협의해 새로 제출하게 된 것일 뿐""이라고 밝혔다.강원도는 코로나19 확진 판정을 받은 신천지 신도 2명 중 1명의 동선에 의구심을 품고 경찰에 수사를 의뢰한 결과 확진자 스스로 밝힌 동선과 CCTV 등으로 확인한 동선이 일치하지 않는다는 점을 확인하고 사법 당국의 강력 대응을 촉구했다.최문순 지사는 이날 브리핑에서 ""확진자 중 여러 진술이 실제 동선과 일치하지 않는 부분이 있어 경찰에 수사를 의뢰, 폐쇄회로(CC)TV와 카드사용 내용, 전화 위치추적 확인 결과 춘천 거주 신천지 신도 1명의 동선이 일치하지 않는다는 것을 통보받았다""고 밝혔다.최 지사는 ""신천지를 철저히 조사하는 것이 이 사태의 핵심""이라며 ""지금까지는 행정조사로 고발 조치했으나 속도가 더디기 때문에 사법체계가 분명히 개입돼야 한다""고 강조했다.한편 대구시는 이날 자가격리 위반 등 코로나19 방역 활동을 방해한 인사들에 대해서도 감염병 예방법 위반 혐의로 경찰에 고발했다.고발 대상은 자가격리 의무를 위반한 간호사 3명, 간병보호사 1명, 무직 1명 등 5명이다.대구시는 병원 이송을 거부하거나 역학조사 과정에서 거짓 진술을 한 시민도 추가 고발할 방침이다.sunhyung@yna.co.kr, jk@yna.co.kr, conanys@yna.co.kr",사회
29,"외교부가 28일 오후 중국·베트남 공관들과 우리 국민 입국제한 대응 회의를 열고 상황을 종합적으로 점검하는 한편, 재외국민 보호 강화 대책을 논의했다. (외교부 제공)© 뉴스1 외교부가 28일 오후 중국·베트남 공관들과 우리 국민 입국제한 대응 회의를 열고 상황을 종합적으로 점검하는 한편, 재외국민 보호 강화 대책을 논의했다. (외교부 제공)© 뉴스1

(서울=뉴스1) 최종일 기자 = 강경화 외교부 장관은 1일 오후 압둘라 빈 자이드 알 나흐얀 아랍에미리트(UAE) 외교장관과 통화를 하고, 코로나19 관련 한국의 정확한 상황 및 우리 정부가 취하고 있는 조치에 대해 상세히 설명하였다.외교부에 따르면 강 장관은 특히, 우리측이 높은 수준의 검진 역량, 신속·투명한 관련 정보 공개 및 과학적인 차단책 시행을 통해 효과적인 방역에 기여하고 있음을 언급하였다.또 UAE가 우리 국민을 대상으로 입국 제한 등의 조치를 취하지 않은 것을 평가하고, 앞으로도 긴밀히 협력해 나가면서 양국간 교류를 위축시킬 수 있는 조치는 자제하여 줄 것을 당부했다.압둘라 장관은 강 장관의 설명에 사의를 표하고 한국의 투명하고 개방적인 대응을 높이 평가했다.또 코로나19 대응 관련 한국과 긴밀한 소통과 협의를 계속해 나가기를 희망하며, 이로써 양국간 신뢰와 특별 전략적 동반자 관계를 더욱 강화시키는 계기가 될 것으로 기대한다고 하였다.외교부 당국자는 ""양 장관은 최근 임종석 특보의 UAE 방문 결과 등 특별 전략적 동반자 관계인 양국간 공통 관심사에 대해 의견을 교환했다""며 ""한-UAE 간 특별 전략적 동반자 관계를 지속적으로 발전시켜 나가기 위해 긴밀히 소통·협력해 나가기로 했다""고 설명했다.allday33@news1.kr

▶ 크립토허브 ▶터닝 포인트 2020 구매!

▶ 네이버 메인에서 [뉴스1] 구독하기!

© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지",사회
30,"안철수 국민의 당 대표가 1일 오전 대구 중구 코로나19 지역거점병원인 계명대학교 대구동산병원을 찾아 음압병동에 들어가기 전 방호복과 마스크를 착용하고 있다. [경북일보 제공] 안철수 국민의 당 대표가 1일 오전 대구 중구 코로나19 지역거점병원인 계명대학교 대구동산병원을 찾아 음압병동에 들어가기 전 방호복과 마스크를 착용하고 있다. [경북일보 제공]

안철수 국민의 당 대표가 1일 오전 대구 중구 코로나19 지역거점병원인 계명대학교 대구동산병원을 찾아 음압병동에서 진료를 마친 후 땀에 젖은 진료복을 입은채 걸어 나오고 있다.얼굴에 고글 자국이 선명하다 [경북일보 제공] 안철수 국민의 당 대표가 1일 오전 대구 중구 코로나19 지역거점병원인 계명대학교 대구동산병원을 찾아 음압병동에서 진료를 마친 후 땀에 젖은 진료복을 입은채 걸어 나오고 있다.얼굴에 고글 자국이 선명하다 [경북일보 제공]

[경북일보 제공] [경북일보 제공]

[경북일보 제공] [경북일보 제공]

[경북일보 제공] [경북일보 제공]

안철수 국민의 당 대표가 1일 오전 대구 중구 코로나19 지역거점병원인 계명대학교 대구동산병원을 찾아 음압병동에서 진료를 마친 후 땀에 젖은 진료복을 입은 채 걸어 나오고 있다. 뒤편에 부인 김미경씨도 진료복을 입고 있다. [경북일보 제공] 안철수 국민의 당 대표가 1일 오전 대구 중구 코로나19 지역거점병원인 계명대학교 대구동산병원을 찾아 음압병동에서 진료를 마친 후 땀에 젖은 진료복을 입은 채 걸어 나오고 있다. 뒤편에 부인 김미경씨도 진료복을 입고 있다. [경북일보 제공]

안철수 국민의 당 대표가 1일 오전 계명대학교 대구 동산병원에서 코로나19(신종 코로나바이러스 감염증) 진료 자원봉사를 하기위해 대구에 내려갔습니다. ‘의사’인 안철수대표는 역시 ‘의사’인 부인 김미경씨와 함께 오전 10시부터 오후 5시30분까지 방호복을 입고 음압병실에 직접 들어가 진료를 봤습니다. 진료를 마치고 나온 안철수 대표의 진료복은 땀에 흠뻑 젖은 모습이었습니다. 얼굴은 의료용 고글 자국이 선명했습니다. 안철수대표는 취재진에게 “내일 또 오겠다”고 짤막하게 말한 후 발걸음을 옮겼다고 합니다. 컴퓨터 바이러스와 싸우기 위해 백신을 개발하기도 했던 ‘의사’ 안철수 대표의 땀에 흠뻑 젖은 진료복과 얼굴의 고글자국에서 코로나19 바이러스와 싸워 꼭 이겨내겠다는 안철수대표의 의지가 보입니다.글=동아일보 편집국 사진부 김동주기자. zoo@donga.com/사진제공=경북일보ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지",사회
31,"의정부시 제공 의정부시 제공

의정부시 제공 의정부시 제공

안병용 경기도 의정부시장은 1일 의정부시 재난안전대책본부 상황실을 방문 코로나19 대처 상황에 대해 보고를 받고 근무중인 직원을 격려했다. 안 시장은 “코로나19 확산 방지를 위해 모든 행정력을 동원하는 등 최선의 노력을 다 할 것”이라며 “시민들은 감염병 예방수칙을 준수해 달라”고 당부했다.의정부=박재구 기자 park9@kmib.co.krGoodNews paper ⓒ 국민일보(www.kmib.co.kr) , 무단전재 및 재배포금지",사회
